名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
沢井 勇,さわい ゆう,sawai_yuu@example.com,女,76,1943/12/24,既婚,O型,京都府,075-947-6433,080-9234-1460,ドコモ,ぶっかけ・せき止め派
伊藤 真帆,いとう まほ,itou_maho@example.com,女,67,1952/7/26,既婚,A型,千葉県,071-797-7858,080-2818- 592,ドコモ,左ルー・せき止め派
川井 慢太郎,かわい まんたろう,kawai_mantarou@example.com,男,40,1979/8/12,未婚,O型,神奈川県,071-822-5537,080-9275-2312,ドコモ,左ルー・混ぜ混ぜ派
黒川 窈,くろかわ よう,kurokawa_you@example.com,女,68,1951/3/2,既婚,B型,宮城県,099-240-9988,090-8287-4265,au,右ルー・せき止め派
中谷 路子,なかたに みちこ,nakatani_michiko@example.com,女,35,1984/11/19,未婚,AB型,大阪府,035- 41-5111,080-7202-3422,ドコモ,手前ルー・せき止め派
山岡 敏也,やまおか としや,yamaoka_toshiya@example.com,男,62,1957/4/8,既婚,A型,東京都,081- 83-8070,080-8906-6284,ドコモ,ぶっかけ・混ぜ混ぜ派
佐竹 涼子,さたけ りょうこ,satake_ryouko@example.com,女,34,1985/10/11,既婚,A型,茨城県,013-785-2648,090-5174-  75,ソフトバンク,ぶっかけ・ナン派
大崎 達士,おおさき たつひと,oosaki_tatsuhito@example.com,男,17,2002/11/27,未婚,A型,群馬県,021-775-6267,080-1858-6189,ドコモ,右ルー・混ぜ混ぜ派
須田 優,すだ ゆう,suda_yuu@example.com,男,47,1972/12/8,既婚,B型,埼玉県,090-686-1609,090-3213-6916,ドコモ,手前ルー・せき止め派
岩井 六郎,いわい ろくろう,iwai_rokurou@example.com,男,15,2004/6/18,未婚,A型,愛知県,062-538-5094,080-4023-3545,ソフトバンク,ぶっかけ・せき止め派
一青 景子,ひとと けいこ,hitoto_keiko@example.com,女,34,1985/12/7,既婚,O型,長野県,092- 97-8926,090-2550-6935,ドコモ,別盛り・ルー攻め派
野上 美菜,のがみ みな,nogami_mina@example.com,女,27,1992/3/18,既婚,B型,千葉県,079-270- 479,080-8606- 514,au,ぶっかけ・ルー攻め派
勝地 将也,かつぢ まさや,katsudi_masaya@example.com,男,46,1973/5/15,既婚,A型,東京都,033-505- 674,090-5462-7998,ドコモ,ぶっかけ・せき止め派
岸田 良介,きしだ りょうすけ,kishida_ryousuke@example.com,男,63,1957/1/11,既婚,O型,愛知県,092-368- 630,080-7114-6446,ドコモ,左ルー・せき止め派
山下 和久,やました かずひさ,yamashita_kazuhisa@example.com,男,63,1956/4/8,既婚,O型,佐賀県,094-871-6174,090-2993-5281,ドコモ,ぶっかけ・混ぜ混ぜ派
都築 朝陽,つづき あさひ,tsuduki_asahi@example.com,女,39,1980/5/21,既婚,B型,大阪府,036-723-1554,090- 508-4912,ドコモ,右ルー・せき止め派
前島 窈,まえじま よう,maejima_you@example.com,女,74,1946/1/12,既婚,A型,北海道,0 1-446-7962,080-1658-4756,ドコモ,ぶっかけ・混ぜ混ぜ派
小高 景子,こだか けいこ,kodaka_keiko@example.com,女,34,1985/9/12,既婚,O型,香川県,022-429-4924,080-8263-8061,au,左ルー・混ぜ混ぜ派
田淵 功補,たぶち こうすけ,tabuchi_kousuke@example.com,男,65,1954/10/19,既婚,O型,新潟県,013-260-4514,090-6484-9907,ドコモ,ぶっかけ・せき止め派
菅野 理紗,すがの りさ,sugano_risa@example.com,女,26,1994/2/9,未婚,B型,愛知県,0 9-157-6952,080-4177-9156,ドコモ,ぶっかけ・せき止め派
野崎 兼,のざき けん,nozaki_ken@example.com,男,24,1995/5/22,未婚,O型,大阪府,031-389-7677,080-5708- 458,au,別盛り・ルー攻め派
奈良 和香,なら わか,nara_waka@example.com,女,56,1963/11/23,既婚,A型,神奈川県,059-338-6321,080-9249-4427,au,手前ルー・混ぜ混ぜ派
関 由美子,せき ゆみこ,seki_yumiko@example.com,女,11,2008/7/11,未婚,O型,京都府,037- 90-5735,090-9322-6440,ドコモ,左ルー・ルー攻め派
上野 あい,うえの あい,ueno_ai@example.com,女,74,1945/5/9,既婚,B型,神奈川県,016-935-3415,090-8451-6799,ドコモ,左ルー・ルー攻め派
富山 兼,とみやま けん,tomiyama_ken@example.com,男,23,1996/6/17,既婚,B型,和歌山県,040-941-3579,090-1996-3470,ドコモ,手前ルー・別口派
照井 マサカズ,てるい まさかず,terui_masakazu@example.com,男,77,1942/9/26,既婚,O型,神奈川県,0 4-474-2630,080-3693-4018,ソフトバンク,奥ルー・混ぜ混ぜ派
一青 マサカズ,ひとと まさかず,hitoto_masakazu@example.com,男,25,1994/3/6,未婚,O型,岐阜県,0 5-214-5624,090-8283-6650,ドコモ,左ルー・ナン派
大泉 米蔵,おおいずみ よねぞう,ooizumi_yonezou@example.com,男,49,1971/1/24,既婚,A型,長崎県,011-257-6359,090-8811- 370,ソフトバンク,ぶっかけ・せき止め派
奥山 浩正,おくやま ひろまさ,okuyama_hiromasa@example.com,男,24,1995/6/7,未婚,B型,福岡県,0 1-750-6630,080- 871-4657,ソフトバンク,左ルー・せき止め派
大木 菊生,おおき きくお,ooki_kikuo@example.com,男,25,1994/8/1,未婚,O型,千葉県,051-362-9476,080-3384-9906,ドコモ,右ルー・せき止め派
佐竹 剛基,さたけ よしき,satake_yoshiki@example.com,男,36,1983/6/8,既婚,AB型,北海道,025-685-8276,080-6223-7756,ドコモ,ぶっかけ・ルー攻め派
長友 勇介,ながとも ゆうすけ,nagatomo_yuusuke@example.com,男,47,1972/8/7,既婚,A型,神奈川県,025-741-6732,080-2533-4640,ソフトバンク,左ルー・混ぜ混ぜ派
中根 耕司,なかね こうじ,nakane_kouji@example.com,男,43,1976/6/25,既婚,O型,埼玉県,052-505-6067,080-2039-5853,ドコモ,ぶっかけ・混ぜ混ぜ派
白川 綾,しらかわ あや,shirakawa_aya@example.com,女,41,1978/10/13,既婚,AB型,長野県,028-611-3221,080-6375-8544,ドコモ,ぶっかけ・ルー攻め派
大木 隆太,おおき りゅうた,ooki_ryuuta@example.com,男,70,1949/12/16,既婚,O型,岩手県,064-826-1231,080-8610-9153,ソフトバンク,左ルー・せき止め派
安倍 かおり,あべ かおり,abe_kaori@example.com,女,75,1944/3/3,既婚,A型,静岡県,026- 84-4148,080-2792-6318,ドコモ,左ルー・せき止め派
有村 樹里,ありむら じゅり,arimura_juri@example.com,女,58,1961/6/10,既婚,A型,兵庫県,060-211-6563,080-6572-5539,ソフトバンク,ぶっかけ・ルー攻め派
飯塚 さとみ,いいづか さとみ,iiduka_satomi@example.com,女,69,1950/2/24,既婚,O型,北海道,030-549-8802,080-4483-9682,ドコモ,左ルー・ルー攻め派
小畑 染五郎,おばた そめごろう,obata_somegorou@example.com,男,24,1995/3/2,未婚,B型,埼玉県,088-590- 180,080-2885-2285,au,ぶっかけ・ルー攻め派
相原 一輝,あいはら かずき,aihara_kazuki@example.com,男,76,1943/12/14,既婚,O型,鹿児島県,010-382-2080,080-3937-2172,ドコモ,右ルー・せき止め派
岡野 沙知絵,おかの さちえ,okano_sachie@example.com,女,58,1961/7/9,既婚,AB型,北海道,019-650-4541,080- 584-3658,ドコモ,別盛り・混ぜ混ぜ派
朝倉 コウ,あさくら こう,asakura_kou@example.com,女,35,1984/9/12,未婚,A型,北海道,080-373-   8,080-9511- 399,au,別盛り・ルー攻め派
飯島 幸平,いいじま こうへい,iijima_kouhei@example.com,男,38,1981/3/12,既婚,A型,千葉県,051-452-4665,080-7963-3311,ソフトバンク,左ルー・せき止め派
池田 啓介,いけだ けいすけ,ikeda_keisuke@example.com,男,28,1991/11/15,既婚,A型,愛知県,0 4-103-8053,090-7501-3163,ドコモ,左ルー・せき止め派
片瀬 郁恵,かたせ いくえ,katase_ikue@example.com,女,76,1943/8/3,既婚,A型,東京都,026-540-7690,090-2026-7131,ドコモ,手前ルー・ルー攻め派
足立 雅彦,あだち まさひこ,adachi_masahiko@example.com,男,49,1970/6/29,既婚,O型,千葉県,092-580-1242,080-2630-3208,au,右ルー・せき止め派
前川 将也,まえかわ まさや,maekawa_masaya@example.com,男,12,2007/4/23,未婚,AB型,神奈川県,049-349- 673,080- 735-7447,ドコモ,奥ルー・ルー攻め派
今井 路子,いまい みちこ,imai_michiko@example.com,女,51,1968/11/20,既婚,B型,岡山県,029-480-8924,080-1046-4430,ドコモ,手前ルー・せき止め派
北島 寿明,きたじま としあき,kitajima_toshiaki@example.com,男,53,1967/2/13,既婚,A型,長崎県,045-311-5621,080-6781-1207,ドコモ,左ルー・せき止め派
木戸 寿々花,きど すずか,kido_suzuka@example.com,女,52,1967/5/25,既婚,A型,宮崎県,058- 13-3873,080-3110-3099,ドコモ,左ルー・ルー攻め派
中西 育二,なかにし いくじ,nakanishi_ikuji@example.com,男,60,1959/2/23,既婚,A型,東京都,0 6-348-3781,090- 203-3085,au,左ルー・せき止め派
富山 亮,とみやま りょう,tomiyama_ryou@example.com,男,11,2008/9/4,未婚,O型,三重県,068-945-8068,080-2505-9650,ソフトバンク,ぶっかけ・せき止め派
小堀 あや子,こほり あやこ,kohori_ayako@example.com,女,51,1968/9/18,既婚,O型,京都府,023-778-7867,090-6855-1529,ドコモ,右ルー・ルー攻め派
神原 恵望子,かんばら えみこ,kannbara_emiko@example.com,女,52,1968/1/1,既婚,B型,大阪府,093-253-5783,080-6311-2117,ソフトバンク,ぶっかけ・ナン派
福原 結衣,ふくはら ゆい,fukuhara_yui@example.com,女,55,1964/3/10,既婚,B型,千葉県,047-698-4300,090-9401- 807,ドコモ,手前ルー・せき止め派
工藤 七世,くどう ななせ,kudou_nanase@example.com,女,12,2007/7/14,未婚,AB型,東京都,024-291-9051,080-7113-1020,ドコモ,ぶっかけ・混ぜ混ぜ派
若杉 ひろみ,わかすぎ ひろみ,wakasugi_hiromi@example.com,女,66,1953/12/23,既婚,O型,岡山県,0 3-727- 711,090-4989-4281,ドコモ,左ルー・ルー攻め派
高橋 光博,たかはし みつひろ,takahashi_mitsuhiro@example.com,男,63,1956/10/11,既婚,O型,宮崎県,063-606-1922,090-6316-7362,ドコモ,左ルー・ルー攻め派
菊地 芳正,きくち よしまさ,kikuchi_yoshimasa@example.com,男,19,2000/7/31,未婚,O型,京都府,052-522-8094,080-5877- 830,au,ぶっかけ・ルー攻め派
小寺 恵梨香,こでら えりか,kodera_erika@example.com,女,24,1996/1/14,既婚,AB型,東京都,0 7-702-5345,080-4227- 467,au,左ルー・ルー攻め派
佐々木 丈史,ささき たけし,sasaki_takeshi@example.com,男,38,1981/3/23,未婚,AB型,石川県,012-645-3341,080-9850- 854,ドコモ,ぶっかけ・混ぜ混ぜ派
内田 明,うちだ あきら,uchida_akira@example.com,男,15,2004/7/28,未婚,B型,福岡県,054-345-4640,090-2623- 432,au,左ルー・混ぜ混ぜ派
丸田 路子,まるた みちこ,maruta_michiko@example.com,女,25,1994/10/16,未婚,B型,愛媛県,054-432-7957,080-5097-4309,au,左ルー・せき止め派
安藤 窈,あんどう よう,anndou_you@example.com,女,38,1981/6/8,未婚,O型,島根県,059-464- 818,080-7208-4043,ドコモ,手前ルー・せき止め派
岩瀬 人志,いわせ ひとし,iwase_hitoshi@example.com,男,62,1957/3/6,既婚,O型,埼玉県,029-897-9572,080-9980-2323,au,右ルー・せき止め派
岩田 愛子,いわた あいこ,iwata_aiko@example.com,女,85,1934/9/8,既婚,AB型,兵庫県,082-502-1491,090-9403-3216,ドコモ,手前ルー・せき止め派
大崎 扶樹,おおさき もとき,oosaki_motoki@example.com,男,26,1993/8/31,既婚,B型,福岡県,048-148-7759,090-8356-1778,ドコモ,左ルー・混ぜ混ぜ派
岸部 賢二,きしべ けんじ,kishibe_kenji@example.com,男,56,1963/9/18,既婚,B型,埼玉県,056-494-3765,090-2101-5282,ソフトバンク,ぶっかけ・せき止め派
坂上 薫,さかがみ かおる,sakagami_kaoru@example.com,男,70,1949/10/4,既婚,A型,静岡県,072-376-5908,080-4040-2879,au,手前ルー・ルー攻め派
日下 遥,ひのした はるか,hinoshita_haruka@example.com,女,61,1958/7/13,既婚,O型,茨城県,089-675-2295,090-8214-8298,ドコモ,ぶっかけ・混ぜ混ぜ派
松村 守,まつむら まもる,matsumura_mamoru@example.com,男,51,1968/10/23,既婚,O型,埼玉県,064-257-7466,080-9744-2007,ドコモ,右ルー・せき止め派
有田 賢治,ありた けんじ,arita_kenji@example.com,男,36,1983/3/7,既婚,O型,兵庫県,031-507-2848,080-4017-7684,ドコモ,左ルー・ナン派
白川 利夫,しらかわ としお,shirakawa_toshio@example.com,男,48,1971/3/8,未婚,B型,奈良県,058-649-3250,080-8269- 216,au,右ルー・ルー攻め派
亀山 美帆,かめやま みほ,kameyama_miho@example.com,女,69,1950/3/22,既婚,AB型,栃木県,051-347-6736,080-3857-7233,au,左ルー・別口派
青山 あや子,あおやま あやこ,aoyama_ayako@example.com,女,14,2005/6/1,未婚,O型,北海道,017-576-1506,090-1531-8358,ドコモ,左ルー・ルー攻め派
寺島 めぐみ,てらじま めぐみ,terajima_megumi@example.com,女,54,1965/12/25,既婚,A型,東京都,041-259-5617,090-3925-4820,ソフトバンク,ぶっかけ・せき止め派
谷口 基祐,たにぐち きすけ,taniguchi_kisuke@example.com,男,18,2001/6/19,未婚,A型,兵庫県,035-223-5568,090-8518-1311,ソフトバンク,左ルー・混ぜ混ぜ派
沢田 宏行,さわだ ひろゆき,sawada_hiroyuki@example.com,男,26,1993/11/13,既婚,A型,石川県,054-956-4916,090-8104-8611,ドコモ,手前ルー・混ぜ混ぜ派
河野 礼子,かわの れいこ,kawano_reiko@example.com,女,15,2004/8/2,未婚,A型,神奈川県,082-361-6086,090-6311-7378,ソフトバンク,奥ルー・せき止め派
湯浅 玲那,ゆあさ れな,yuasa_rena@example.com,女,68,1951/10/28,既婚,A型,香川県,020-503-5479,080-1139-4635,au,ぶっかけ・混ぜ混ぜ派
庄司 美和子,しょうじ みわこ,shouji_miwako@example.com,女,17,2002/8/23,未婚,AB型,東京都,029-643-7818,090-5152- 717,ドコモ,奥ルー・ルー攻め派
青木 みゆき,あおき みゆき,aoki_miyuki@example.com,女,61,1958/7/1,既婚,A型,三重県,034-823- 421,090-6860- 696,ソフトバンク,ぶっかけ・混ぜ混ぜ派
松原 宏,まつばら ひろし,matsubara_hiroshi@example.com,男,38,1981/10/1,既婚,O型,新潟県,053-338-5606,080-8827-6806,ドコモ,右ルー・ルー攻め派
ほしの 秀樹,ほしの ひでき,hoshino_hideki@example.com,男,27,1992/3/18,既婚,O型,佐賀県,010-803-6968,080-7029-3649,ドコモ,ぶっかけ・ルー攻め派
岩佐 宏,いわさ ひろし,iwasa_hiroshi@example.com,男,80,1939/7/17,既婚,O型,石川県,096-580-  63,090-1390-3555,ソフトバンク,ぶっかけ・せき止め派
矢作 さとみ,やはぎ さとみ,yahagi_satomi@example.com,女,74,1945/12/3,既婚,B型,兵庫県,020-357-3860,090-4547-2674,ドコモ,ぶっかけ・せき止め派
大島 蒼甫,おおしま そうすけ,ooshima_sousuke@example.com,男,38,1981/10/24,未婚,A型,沖縄県,010-374-2474,090-3267-1321,au,ぶっかけ・ルー攻め派
永田 なぎさ,ながた なぎさ,nagata_nagisa@example.com,女,58,1961/8/28,既婚,O型,福岡県,053-652-9506,090-5729-5466,ドコモ,左ルー・ナン派
薬師丸 きみまろ,やくしまる きみまろ,yakushimaru_kimimaro@example.com,男,30,1990/1/8,既婚,O型,広島県,070- 83-9044,080-3565-  23,ソフトバンク,ぶっかけ・せき止め派
塩見 砂羽,しおみ さわ,shiomi_sawa@example.com,女,85,1934/3/13,既婚,AB型,愛媛県,048-140-2928,090-1040- 292,ドコモ,ぶっかけ・混ぜ混ぜ派
小口 陽子,おぐち ようこ,oguchi_youko@example.com,女,12,2007/9/21,未婚,O型,愛媛県,057-303-3799,090-9651-4358,ソフトバンク,左ルー・ルー攻め派
畠山 理紗,はたやま りさ,hatayama_risa1@example.com,女,69,1950/4/18,既婚,A型,愛知県,027-461-9078,090-5837-5431,ドコモ,左ルー・せき止め派
千田 完爾,せんだ かんじ,sennda_kanji@example.com,男,41,1978/11/8,既婚,B型,三重県,072- 73- 231,080-9944-2199,ソフトバンク,右ルー・せき止め派
川中 知世,かわなか ちせ,kawanaka_chise@example.com,女,64,1955/9/10,既婚,B型,広島県,030-496-7137,090-4597-8178,ソフトバンク,右ルー・別口派
飯島 雄太,いいじま ゆうた,iijima_yuuta@example.com,男,42,1977/4/7,既婚,AB型,新潟県,082-195-8611,090-8781-1067,au,手前ルー・ルー攻め派
立川 健,たちかわ けん,tachikawa_ken@example.com,男,75,1944/7/1,既婚,AB型,福岡県,090-117-4524,090-9535- 806,ソフトバンク,奥ルー・ナン派
植木 郁恵,うえき いくえ,ueki_ikue@example.com,女,59,1961/2/12,既婚,A型,大阪府,011-468-7100,090- 289-6859,au,ぶっかけ・ナン派
藤森 かおり,ふじもり かおり,fujimori_kaori@example.com,女,53,1966/2/21,既婚,B型,長崎県,040-334-4010,080-1378-3864,ソフトバンク,ぶっかけ・せき止め派
千葉 奈央,ちば なお,chiba_nao@example.com,女,26,1993/9/13,既婚,A型,福岡県,0 4-282-8740,080-1018- 198,ドコモ,手前ルー・混ぜ混ぜ派
佐久間 しぼり,さくま しぼり,sakuma_shibori@example.com,女,20,1999/4/25,既婚,O型,滋賀県,086-384-9518,090-9401- 327,au,手前ルー・せき止め派
及川 了,おいかわ りょう,oikawa_ryou@example.com,男,59,1960/12/15,既婚,A型,茨城県,022- 14-3044,090-3680-1422,ドコモ,奥ルー・ルー攻め派
平尾 草太,ひらお そうた,hirao_souta@example.com,男,62,1958/1/27,既婚,A型,大阪府,054-937-1994,090-3170- 212,ドコモ,左ルー・別口派
荒川 かおり,あらかわ かおり,arakawa_kaori@example.com,女,65,1954/12/1,既婚,A型,東京都,070-922-8997,090-3368-3402,ドコモ,右ルー・ルー攻め派
野本 早織,のもと さおり,nomoto_saori@example.com,女,25,1995/1/18,未婚,A型,千葉県,018-259-3512,090-8734-2794,au,左ルー・せき止め派
戸田 コウ,とだ こう,toda_kou@example.com,女,46,1974/2/12,既婚,O型,京都府,099-494-9742,080-7208-9997,ドコモ,左ルー・別口派
塚本 花,つかもと はな,tsukamoto_hana@example.com,女,41,1978/11/8,既婚,A型,宮崎県,017-358- 352,080-8814- 180,au,左ルー・混ぜ混ぜ派
湊 丈雄,みなと たけお,minato_takeo@example.com,男,58,1961/11/26,既婚,A型,高知県,0  -983-8953,080-9070-7293,ドコモ,左ルー・ルー攻め派
田中 光,たなか ひかる,tanaka_hikaru1@example.com,男,61,1958/8/20,既婚,O型,愛知県,074-334- 544,090-4571-5955,ドコモ,ぶっかけ・せき止め派
西山 賢治,にしやま けんじ,nishiyama_kenji@example.com,男,71,1948/5/10,既婚,AB型,北海道,071-316-2404,090-3187-6080,ドコモ,ぶっかけ・別口派
徳田 碧海,とくた おうが,tokuta_ouga@example.com,男,74,1945/9/12,既婚,O型,長崎県,035-165- 122,090-8020-3742,ドコモ,ぶっかけ・混ぜ混ぜ派
小沢 彩華,おざわ あやか,ozawa_ayaka@example.com,女,30,1989/4/23,未婚,AB型,大分県,057-774-1022,090-8048-2827,ドコモ,左ルー・別口派
北原 礼子,きたはら れいこ,kitahara_reiko@example.com,女,79,1940/5/20,既婚,O型,福井県,076-801-6255,090-8265-1604,au,ぶっかけ・せき止め派
浅川 雅功,あさかわ まさとし,asakawa_masatoshi@example.com,男,58,1961/6/3,既婚,O型,京都府,067-102-1995,090- 350- 173,au,ぶっかけ・せき止め派
今泉 光良,いまいずみ てるよし,imaizumi_teruyoshi@example.com,男,53,1966/3/21,既婚,AB型,北海道,097- 32-3618,080-4264-3261,au,左ルー・せき止め派
三木 智花,みき ともか,miki_tomoka@example.com,女,26,1993/12/10,未婚,AB型,神奈川県,035-139-1571,080-7493-5273,ドコモ,左ルー・混ぜ混ぜ派
原田 草太,はらだ そうた,harada_souta@example.com,男,69,1950/5/3,既婚,O型,岡山県,043- 95-2689,090-1635-2865,au,右ルー・混ぜ混ぜ派
中 ひろ子,なか ひろこ,naka_hiroko@example.com,女,66,1954/1/29,既婚,A型,福岡県,087-292-1274,090-3028-9281,ドコモ,ぶっかけ・混ぜ混ぜ派
川村 惇,かわむら じゅん,kawamura_jun@example.com,男,76,1943/6/2,既婚,B型,青森県,013-398-4348,080-4289-4086,ドコモ,ぶっかけ・せき止め派
重田 栄一,しげた えいいち,shigeta_eiichi@example.com,男,70,1949/2/24,既婚,A型,山口県,033-417-2827,080-3764-6596,ソフトバンク,右ルー・せき止め派
小池 菜摘,こいけ なつみ,koike_natsumi@example.com,女,20,1999/10/15,既婚,A型,東京都,066-633-1606,080-5835-5093,ドコモ,ぶっかけ・ルー攻め派
鎌田 三省,かまた さんせい,kamata_sansei@example.com,男,35,1984/7/8,既婚,O型,愛知県,040-734- 326,090-7245-    ,ソフトバンク,奥ルー・混ぜ混ぜ派
梅津 慶二,うめづ けいじ,umedu_keiji@example.com,男,42,1977/4/18,既婚,AB型,埼玉県,021-929-9327,080-7537-8803,au,ぶっかけ・せき止め派
柳川 はじめ,やながわ はじめ,yanagawa_hajime@example.com,男,52,1967/8/16,既婚,O型,宮崎県,013- 71- 181,090-7401-6575,ソフトバンク,左ルー・ルー攻め派
西山 洋,にしやま よう,nishiyama_you@example.com,男,15,2004/6/5,未婚,A型,山口県,023- 51-8573,080-9414-2817,ドコモ,左ルー・別口派
三好 信輔,みよし しんすけ,miyoshi_shinsuke@example.com,男,47,1972/8/25,既婚,O型,鹿児島県,011-838-7592,090-9761-3974,ドコモ,ぶっかけ・せき止め派
浜野 勇介,はまの ゆうすけ,hamano_yuusuke@example.com,男,44,1975/3/16,既婚,AB型,千葉県,022-578-2156,080-9062- 251,ソフトバンク,ぶっかけ・ルー攻め派
柳川 信輔,やながわ しんすけ,yanagawa_shinsuke@example.com,男,11,2008/9/27,未婚,A型,愛媛県,066-592-9207,080-6803-3928,au,右ルー・せき止め派
梅津 充則,うめづ みつのり,umedu_mitsunori@example.com,男,63,1956/6/15,既婚,O型,熊本県,037-983-7681,080-4233-4589,ドコモ,ぶっかけ・ルー攻め派
市川 健,いちかわ けん,ichikawa_ken@example.com,男,69,1950/7/20,既婚,A型,新潟県,018- 70-9515,090-3787-9655,ドコモ,左ルー・せき止め派
武 和之,たけ かずゆき,take_kazuyuki@example.com,男,23,1997/1/10,未婚,A型,東京都,077-389-6656,090-2922-2501,ソフトバンク,左ルー・せき止め派
宇都宮 妃里,うつのみや ゆり,utsunomiya_yuri@example.com,女,64,1955/9/19,既婚,O型,東京都,014-681-9001,080-6172-9236,au,左ルー・せき止め派
田中 由宇,たなか ゆう,tanaka_yuu@example.com,女,68,1951/12/25,既婚,B型,熊本県,012-241-5467,080-6116-3346,ドコモ,ぶっかけ・ルー攻め派
滝川 知世,たきがわ ちせ,takigawa_chise@example.com,女,27,1992/4/20,既婚,A型,岡山県,038- 95- 543,080-7042-5243,ドコモ,ぶっかけ・せき止め派
亀山 寛,かめやま ひろし,kameyama_hiroshi@example.com,男,80,1939/11/25,既婚,A型,東京都,065-333-6899,090- 715-4694,ドコモ,左ルー・混ぜ混ぜ派
大谷 砂羽,おおたに さわ,ootani_sawa@example.com,女,34,1985/12/21,既婚,O型,宮城県,056-290-8155,090-4263-6094,ドコモ,ぶっかけ・別口派
大森 真一,おおもり しんいち,oomori_shinichi@example.com,男,32,1987/7/21,既婚,B型,千葉県,049-431-9641,090-8140-7690,ドコモ,ぶっかけ・別口派
池谷 小百合,いけたに さゆり,iketani_sayuri@example.com,女,33,1986/8/2,既婚,O型,広島県,034-901-1004,080-5232-6888,ソフトバンク,ぶっかけ・別口派
原田 康文,はらだ やすふみ,harada_yasufumi@example.com,男,82,1937/8/16,既婚,A型,福島県,020-965-3053,080-7131-7665,ドコモ,左ルー・せき止め派
大石 ジョージ,おおいし じょーじ,ooishi_george@example.com,男,16,2003/12/29,未婚,A型,神奈川県,073-100-9307,080- 932-9902,au,奥ルー・別口派
谷村 樹里,たにむら じゅり,tanimura_juri@example.com,女,53,1966/7/20,未婚,A型,静岡県,044-242-5283,090- 556-5058,ドコモ,左ルー・ルー攻め派
茂木 昌代,もぎ まさよ,mogi_masayo@example.com,女,49,1970/12/11,既婚,O型,京都府,038- 64-3232,080-8312-2820,au,別盛り・ルー攻め派
細田 さとみ,ほそだ さとみ,hosoda_satomi@example.com,女,45,1974/5/2,既婚,AB型,東京都,031-716-2116,090-3746-2067,ドコモ,右ルー・ルー攻め派
浜口 朝陽,はまぐち あさひ,hamaguchi_asahi@example.com,女,75,1944/4/6,既婚,AB型,熊本県,082-  9- 477,080-3238-7612,ドコモ,奥ルー・せき止め派
高橋 ひとり,たかはし ひとり,takahashi_hitori@example.com,男,30,1989/5/2,既婚,A型,宮崎県,033-784-6883,080-3243-9554,ドコモ,ぶっかけ・せき止め派
北田 砂羽,きただ さわ,kitada_sawa@example.com,女,77,1942/9/21,既婚,AB型,神奈川県,076-302-2366,090-2200-7189,au,右ルー・ルー攻め派
首藤 翔子,すどう しょうこ,sudou_shouko@example.com,女,50,1969/6/6,既婚,O型,長野県,072-740-5393,080-5680-2426,au,手前ルー・せき止め派
森下 秀樹,もりした ひでき,morishita_hideki@example.com,男,49,1970/4/18,未婚,B型,三重県,080-795-1518,080-5896-9911,au,手前ルー・ルー攻め派
神谷 美佐,かみや みさ,kamiya_misa@example.com,女,53,1966/8/31,既婚,A型,香川県,0 8-531-7364,080-5749-8890,ドコモ,奥ルー・混ぜ混ぜ派
大和田 綾,おおわだ あや,oowada_aya@example.com,女,85,1934/9/2,既婚,O型,栃木県,051-605-2589,090-4035-7649,ドコモ,奥ルー・ルー攻め派
江口 知世,えぐち ちせ,eguchi_chise@example.com,女,39,1980/3/21,既婚,B型,長崎県,063- 77-8051,080-7234-8797,ドコモ,左ルー・別口派
重田 博明,しげた ひろあき,shigeta_hiroaki@example.com,男,25,1994/3/7,既婚,AB型,岐阜県,020-766-2600,080-7320-6274,ドコモ,左ルー・せき止め派
石川 ひとり,いしかわ ひとり,ishikawa_hitori@example.com,男,37,1982/8/17,既婚,A型,福岡県,047-184-5188,090-1120-7626,au,ぶっかけ・別口派
薬師丸 健,やくしまる けん,yakushimaru_ken@example.com,男,23,1996/12/23,未婚,A型,長崎県,047-980-8720,090-1662-3857,au,別盛り・混ぜ混ぜ派
山崎 正敏,やまざき まさとし,yamazaki_masatoshi@example.com,男,35,1984/8/14,既婚,A型,滋賀県,082-164-1377,080- 844-5030,ソフトバンク,手前ルー・せき止め派
津田 洋,つだ よう,tsuda_you@example.com,男,62,1957/2/26,既婚,A型,長崎県,041-953-6719,080-1639-5615,ドコモ,ぶっかけ・別口派
関 亮,せき りょう,seki_ryou@example.com,男,82,1937/7/14,既婚,A型,埼玉県,026-578-2674,080-3333-9187,au,ぶっかけ・せき止め派
長野 勇,ながの ゆう,nagano_yuu@example.com,女,39,1980/10/5,未婚,B型,埼玉県,071-899-7398,090-4658-2268,au,手前ルー・別口派
八十田 小百合,やそだ さゆり,yasoda_sayuri@example.com,女,48,1971/9/19,既婚,A型,神奈川県,050-487-2140,090-4150-4992,au,奥ルー・せき止め派
青木 勇一,あおき ゆういち,aoki_yuuichi@example.com,男,50,1969/12/18,既婚,O型,福井県,022-676-8156,080-4258-1384,ドコモ,左ルー・せき止め派
高瀬 法子,たかせ のりこ,takase_noriko@example.com,女,62,1957/3/10,既婚,AB型,東京都,038-908-4656,080-3125-1006,ドコモ,奥ルー・混ぜ混ぜ派
海老原 ひとり,えびはら ひとり,ebihara_hitori@example.com,男,36,1983/8/6,既婚,A型,千葉県,026-493-8410,080-4737-8125,ドコモ,手前ルー・別口派
